restaurant_link,country,region,longitude,latitude,restaurant_name,count_awards
g187849-d2017387,Italy,Lombardy,9.171788,45.45468,el Barbapedana,9
g1397780-d2444654,Italy,Emilia-Romagna,12.602389,43.91796,I Muretti,9
g190727-d1741171,United Kingdom,Dorset,-1.941269,50.728966,Alghero Ristorante,9
g187246-d1334409,France,"Provence-Alpes-Cote d'Azur",7.311404,43.704082,Le Serre,9
g1587921-d1588490,Italy,Piedmont,8.263611,44.640602,Ristorante Madonna della Neve,9
g186431-d1911577,Wales,North Wales,-4.273965,53.139885,Y Gegin Fach,9
g187892-d1179005,Italy,Sicily,15.282856,37.85053,Da Cristina - Antica rosticceria,9
g1060110-d2444612,Italy,Veneto,10.736844,45.371807,Al Fornello,9
g187791-d1165443,Italy,Lazio,12.469181,41.89174,Ma che siete venuti a fa,9
g504131-d1066859,United Kingdom,Somerset,-2.946052,50.93414,Monks Yard,9
g2055151-d2405496,United Kingdom,Dorset,-2.081114,50.879272,The Langton Arms,9
g187891-d2331113,Italy,Sicily,15.297211,37.058125,aLevante,9
g191301-d1015408,United Kingdom,Greater London,-0.304788,51.45961,"Al Boccon Di'vino is Non Solo Vino",9
g783976-d986907,Spain,Catalonia,1.089041,42.5758,Restaurante Juquim,9
g644210-d1904945,Greece,Crete,25.427929,35.293194,Hellas taverna,9
g194826-d2512821,Italy,Veneto,12.205844,45.573944,Osteria da Giovanni,9
g194778-d2201325,Italy,Tuscany,11.11282,42.76266,"Locanda de' Medici",9
g190734-d944142,United Kingdom,Yorkshire,-1.153429,53.39096,The Black Lion,9
g186370-d1913653,United Kingdom,Somerset,-2.365922,51.386513,Rustico Bistro,9
g187529-d1753960,Spain,Valencian Country,-0.386576,39.47462,La Forcola,9
g1080548-d2286444,France,Hauts-de-France,1.638935,50.514027,Au Vieux Port,9
g551989-d2096475,Wales,North Wales,-3.40099,53.33226,la Ricetta,9
g1535869-d1536686,Italy,Emilia-Romagna,12.426917,44.018936,"Ristorante Hostaria Ro' E Buni'",9
g3835202-d784295,United Kingdom,Yorkshire,-1.174164,53.89695,Ye Old Sun Inn,9
g187147-d967426,France,Ile-de-France,2.328991,48.870106,Restaurant Le Capucine,9
g3665864-d732479,United Kingdom,Buckinghamshire,-0.661218,51.50343,The Palmer Arms,9
g580403-d929193,United Kingdom,Isle of Wight,-1.295783,50.700558,"Burr's Restaurant",9
g551883-d1229373,Scotland,The Hebrides,-6.191021,57.41123,Sea Breezes,9
g13003564-d2413628,United Kingdom,Hampshire,-1.091233,51.15331,The Yew Tree,9
g190454-d1103611,Austria,Vienna Region,16.374092,48.212086,Restaurant Salzamt,9
g671162-d732747,United Kingdom,Surrey,-0.367628,51.367958,Sherpa Kitchen Nepalese Restaurant,9
g187849-d1066167,Italy,Lombardy,9.190028,45.465836,Ristorante Galleria,9
g616199-d1148158,Italy,Tuscany,11.869592,42.98987,Da Gagliano,9
g681249-d1552968,Italy,Veneto,12.353454,45.45765,Osteria La Perla Ai Bisatei,9
g1480935-d2520926,United Kingdom,Greater London,-0.242307,51.641945,The Gate,9
g194878-d1536899,Italy,Emilia-Romagna,12.656089,44.005898,Kalamaro Fritto Osteria,9
g187278-d1820046,Germany,Baden-Wurttemberg,8.240108,48.76001,Cafe Koenig,9
g1140281-d1546402,Greece,Ionian Islands,20.711288,38.707607,Apollon,9
g189167-d1928071,Portugal,Madeira Islands,-16.92345,32.64313,X Tonel Restaurante,9
g1191733-d2173052,Greece,Ionian Islands,19.856766,39.64507,Telesilla poolside Restaurant,9
g186527-d1905699,Scotland,Falkirk District,-3.784321,56.0274,The Shore at Carronshore,9
g187491-d998669,Spain,Castile and Leon,-3.70553,42.340446,Meson del Cid,9
g528885-d1729012,United Kingdom,Cornwall,-5.08807,50.04999,The Greenhouse,9
g668280-d1338237,France,"Provence-Alpes-Cote d'Azur",5.883099,43.758656,La Caverne,9
g664191-d2366919,Italy,Lombardy,9.104118,45.86474,Trattoria del Fagiano,9
g186315-d2188280,United Kingdom,Kent,0.180049,51.14224,The Chafford Arms,9
g186383-d2014374,United Kingdom,East Anglia,0.71123,52.24497,The LP,9
g1060189-d2294009,Italy,Veneto,12.152763,45.596256,Il Signore dei Fornelli,9
g187514-d990632,Spain,Community of Madrid,-3.701723,40.41609,Venta El Buscon,9
g194807-d2177094,Italy,Veneto,10.799919,45.746307,La Voglia,9
g186534-d1089355,Scotland,Glasgow,-4.318949,55.78055,LL Italiano,9
g503960-d698150,United Kingdom,Leicestershire,-0.73974,52.76027,Berkeley Arms,9
g186470-d2179303,Northern Ireland,Belfast,-5.91723,54.575977,Errigle inn,9
g580327-d1867396,Spain,Catalonia,2.657152,41.61337,Luna Gaucha,9
g315973-d801133,United Kingdom,Gloucestershire,-2.47633,51.933388,The Roadmaker Inn,9
g186276-d719667,United Kingdom,East Sussex,0.735292,50.953278,Landgate Bistro,9
g1081282-d2264556,Italy,Lazio,13.158425,41.742092,Ristorante del Gallo,9
g4778108-d2284427,United Kingdom,Essex,0.213507,51.99078,Coach & Horses,9
g616190-d1234826,Italy,Sicily,14.760391,36.859943,"Caffe dell'Arte",9
g211914-d1073897,Ireland,Province of Munster,-9.902344,52.111275,Jacks Coastguard Restaurant,9
g187791-d2084834,Italy,Lazio,12.497294,41.90103,Er Buchetto,9
g656900-d2402456,United Kingdom,Tyne and Wear,-1.421244,55.0183,The Gibraltar Rock,9
g189541-d2013792,Denmark,Zealand,12.575774,55.682747,Restaurant Schoennemann,9
g186411-d2102587,United Kingdom,Yorkshire,-1.552651,53.791412,Matt Healy x The Foundry,9
g670562-d2398156,Italy,Sardinia,9.698881,40.380566,Ristorante Belohorizonte,9
g187871-d1639946,Italy,Veneto,10.994568,45.444786,Osteria Il Bertoldo,9
g189112-d1209746,Portugal,Algarve,-8.253948,37.08914,Restaurant O Veleiro,9
g17441501-d1106932,United Kingdom,Cambridgeshire,0.0125,52.154167,La Pergola,9
g187786-d2338005,Italy,Campania,14.497286,40.749413,Pasticceria De Vivo dal 1955,9
g652005-d2308194,Italy,Puglia,18.06,40.093613,Villa Excelsa,9
g503827-d2535752,United Kingdom,Hampshire,-0.935471,50.84606,Driftwood Cafe,9
g609059-d1486697,United Kingdom,East Anglia,1.293261,52.93294,"Bolton's Bistro",9
g2431670-d1782964,United Kingdom,Surrey,-0.225993,51.290993,The Grumpy Mole,9
g775993-d1606671,Greece,Sporades,23.488361,39.161667,Lo&La,9
g1207873-d1792743,Italy,Lazio,12.458345,41.62395,Schiano Cantina & Cucina,9
g194723-d857991,Italy,Emilia-Romagna,12.7288,43.968258,Piccadilly Mare,9
g194856-d2219240,Italy,Sardinia,9.499191,41.136333,Aruana Churrascaria,9
g186338-d720941,United Kingdom,London,-0.1392,51.507626,Wiltons,9
g2140549-d1107730,Italy,Campania,14.41871,40.66014,Ristorante Mustafa,9
g642199-d1768718,Portugal,Algarve,-8.596034,37.13052,Restaurante O Arco Da Velha,9
g189934-d1650581,Finland,Uusimaa,24.931154,60.17194,Farang,9
g1568268-d1931756,Italy,Marche,12.971415,43.40222,La Scaletta,9
g187835-d2191303,Italy,Lombardy,9.083331,45.815735,La Vita è Bella,9
g1053090-d1457887,Italy,Sardinia,9.498024,39.286674,Agriturismo la Sorgente,9
g2187423-d2175578,Italy,Liguria,8.09925,44.054,Osteria della Ciccia,9
g1945838-d2308108,Italy,Lombardy,9.366583,46.40402,La Genzianella,9
g187791-d1034627,Italy,Lazio,12.496382,41.90655,La Pentolaccia,9
g294452-d941696,Bulgaria,Sofia Region,23.33545,42.68184,Pod Lipite,9
g635915-d1537134,United Kingdom,Lancashire,-2.109508,53.88489,The Black Lane Ends,9
g187147-d1916013,France,Ile-de-France,2.306044,48.857433,Le Petit Cler,9
g187791-d2210851,Italy,Lazio,12.536099,41.935116,Hostaria Menenio Agrippa,9
g187463-d2374802,Spain,Balearic Islands,2.650922,39.57093,Bar Espanya,9
g186370-d720483,United Kingdom,Somerset,-2.35816,51.380733,"Sally Lunn's Historic Eating House & Museum",9
g186537-d2089870,Scotland,Scottish Highlands,-3.817544,57.176395,The Druie Cafe,9
g616186-d1767608,Italy,Puglia,17.334774,40.706238,Gaonas Officine del Gusto,9
g635861-d1553234,Greece,Crete,25.018764,35.404575,Mouragio Restaurant,9
g652122-d2290210,Spain,Canary Islands,-13.56026,29.05889,Restaurante Hesperides,9
g1137833-d1071939,Italy,Liguria,9.145329,44.36354,Da Lino,9
g187834-d2282572,Italy,Lombardy,9.260826,45.98559,Enoteca CavaTuracciolo,9
g274887-d696133,Hungary,Central Hungary,19.039845,47.501667,Belgian Brasserie Henri,9
g609044-d1924279,Spain,Valencian Country,0.172478,38.79104,La Casa della Pasta,9
g1065633-d1124431,France,Brittany,-3.220928,47.371494,Les embruns,9
g503922-d752755,United Kingdom,Kent,1.024545,51.360798,Birdies,9
g186605-d696261,Ireland,Province of Leinster,-6.259451,53.341106,"Kehoe's",9
g3494240-d1863314,Greece,Crete,24.014889,35.40915,Dounias,9
g188590-d2092256,The Netherlands,"",4.888034,52.3688,Lanskroon Bakery stroopwafels,9
g186635-d2487943,Ireland,Province of Connacht,-8.476853,54.27222,The Swagman,9
g187782-d1190663,Italy,Campania,14.372664,40.626392,Bollicine Wine Bar,9
g667560-d1742520,Finland,Lapland,27.413673,68.42005,Teerenpesa,9
g1315192-d2020077,Italy,Emilia-Romagna,12.443544,44.06336,Calycanto,9
g315973-d720823,United Kingdom,Gloucestershire,-2.416078,51.95845,Three Choirs Vineyards Restaurant,9
g187870-d1088050,Italy,Veneto,12.325501,45.440994,"Pizzeria Trattoria all'Anfora",9
g187310-d1785466,Germany,Bavaria,11.074354,49.456173,Restaurant Albrecht-Durer-Stube,9
g187123-d1846854,France,Centre-Val de Loire,1.068021,47.32581,"L'Orangerie",9
g1125982-d1800658,Italy,Calabria,15.714,38.25337,Hotel Ristorante Sala Ricevimenti Palazzo Krataiis,9
g188590-d696912,The Netherlands,"",4.874699,52.38578,De Bakkerswinkel,9
g187902-d1856814,Italy,Tuscany,11.328936,43.320137,Zest Ristorante & Wine Bar,9
g503830-d2012213,United Kingdom,Hampshire,-0.841368,51.2819,Trattoria La Casa,9
g187147-d715006,France,Ile-de-France,2.336907,48.88427,Chez Toinette,9
g477981-d2239773,United Kingdom,Surrey,-0.489147,51.40804,Three Horseshoes Laleham,9
g189167-d2479680,Portugal,Madeira Islands,-16.932695,32.63727,Med Restaurant,9
g187323-d718843,Germany,Berlin,13.372806,52.507977,Vox,9
g188590-d697036,The Netherlands,"",4.88485,52.363503,The Pantry,9
g551806-d1829802,Scotland,Scottish Highlands,-3.973824,57.974216,"Poppy's Coffee Shop",9
g187147-d2175063,France,Ile-de-France,2.331194,48.853664,La Divina Commedia,9
g187147-d1336867,France,Ile-de-France,2.344933,48.85025,Chez Jaafar,9
g2292179-d2083149,Italy,Piedmont,8.520317,45.90124,Ristorante Belvedere,9
g503876-d778024,United Kingdom,Hertfordshire,-0.228306,51.97897,"L'Artista",9
g189949-d782497,Finland,Southwest Finland,22.2735,60.451744,Mami,9
g274856-d779715,Poland,Central Poland,21.010954,52.250214,Herbaciarnia Same Fusy,9
g528807-d806636,United Kingdom,Yorkshire,-0.209435,54.09337,Burlingtons Restaurant,9
g186534-d967292,Scotland,Glasgow,-4.317275,55.8707,Bibis,9
g189871-d784305,Sweden,"",17.63634,59.858177,Hambergs Fisk,9
g186356-d1316779,United Kingdom,Nottinghamshire,-1.152096,52.951283,The Cumin Restaurant,9
g658914-d1546037,Greece,South Aegean,25.4335,36.416504,Sea Side Restaurant,9
g189541-d694946,Denmark,Zealand,12.573748,55.678627,Conditori La Glace,9
g189167-d2384846,Portugal,Madeira Islands,-16.942127,32.634716,O Classico Restaurante,9
g186487-d1717998,Scotland,Aberdeenshire,-2.099938,57.1441,nazma tandoori,9
g445040-d2072344,Northern Ireland,"",-6.047375,54.510124,Square Bistro,9
g187848-d1097530,Italy,Lombardy,10.796624,45.154743,Antica Osteria ai Ranari,9
g5074688-d1318116,United Kingdom,Shropshire,-2.941486,52.598003,The Stiperstones Inn,9
g190756-d731573,United Kingdom,Derbyshire,-1.914824,53.257362,Columbine Restaurant,9
g551687-d2321230,United Kingdom,Devon,-4.209276,51.18466,Chichester Arms,9
g1028928-d1557102,Italy,Tuscany,11.298996,43.965153,Girodibacco Osteria Restaurant,9
g665810-d2371083,Spain,Catalonia,2.1192,41.375797,Antichi Sapori de Angelis,9
g190454-d1516929,Austria,Vienna Region,16.370235,48.20605,Kurkonditorei Oberlaa,9
g187855-d1195465,Italy,Piedmont,7.677363,45.073036,Soup & Go,9
g186338-d730595,United Kingdom,London,-0.154814,51.50149,The Grenadier,9
g187061-d2418148,United Kingdom,West Midlands,-1.776945,52.41498,Spice Club,9
g666985-d940424,Italy,Tuscany,11.043592,43.261654,La Pergola,9
g1071013-d2401148,United Kingdom,Lancashire,-2.878357,53.568306,The Fat Italian,9
g2569618-d2490655,Spain,Cantabria,-4.326835,43.33895,Casa Cofino,9
g303817-d1974288,Croatia,Istria,13.829169,45.337254,Konoba Mondo,9
g186508-d2083813,Scotland,Borders,-3.192011,55.65137,"Coltman's Kitchen, Deli & Bar",9
g189421-d2394494,Greece,Crete,24.474754,35.36949,Othonas taverna,9
g194825-d1553920,Italy,Trentino-Alto Adige,11.661125,46.37632,Ostaria Tyrol,9
g187791-d1232723,Italy,Lazio,12.469637,41.89197,Osteria Ponte Sisto,9
g189180-d2093056,Portugal,Northern Portugal,-8.603427,41.146194,Casa Guedes Tradicional,9
g187497-d1584126,Spain,Catalonia,2.188729,41.376686,La Mar Salada,9
g1765352-d2514015,Italy,Veneto,11.663031,45.100216,La Nespola,9
g1096507-d787593,Wales,North Wales,-2.946927,53.108727,The Golden Lion Rossett,9
g194673-d1650899,Italy,Tuscany,11.865017,43.470905,Ristorante Minerva,9
g189934-d781542,Finland,Uusimaa,24.946308,60.16396,Juuri,9
g186602-d1088084,Ireland,"",-8.110526,54.654503,Olde Castle Bar,9
g1208737-d2018854,France,Pays de la Loire,-2.515038,47.294506,"Le Relais du Duc d'Aiguillon",9
g186319-d2459928,United Kingdom,Cumbria,-2.963966,54.4316,Jintana Thai Restaurant,9
g488299-d1034457,Italy,Campania,14.210164,40.540894,Da Gelsomina,9
g212521-d1407927,Ireland,"",-7.361858,53.989697,Oak Room Restaurant,9
g1102835-d1101776,Italy,Lombardy,9.1663,45.705833,Ristorante Croce di Malta,9
g186338-d753799,United Kingdom,London,-0.112726,51.569557,Pizzeria Pappagone,9
g187432-d1005042,Spain,Andalucia,-6.262355,36.480293,Ventorrillo El Chato,9
g1567603-d2234150,Spain,Canary Islands,-13.460512,29.131823,Restaurante El Marinero y la Muchacha,9
g194872-d1899931,Italy,Sicily,14.752261,36.931915,La Capinera,9
g503919-d2165258,United Kingdom,Kent,0.683133,51.067013,Ozgur Turkish Restaurant,9
g194939-d2337750,Italy,Calabria,15.89296,38.67725,Ristorante Pizzeria Bar Lido Calypso,9
g580192-d1551331,Greece,South Aegean,25.37539,37.100292,Oasis,9
g1060110-d1875494,Italy,Veneto,10.723665,45.35428,Ristorante La Cantina,9
g187855-d1171386,Italy,Piedmont,7.679668,45.04786,Ristorante Du Parc,9
g552031-d2199029,Wales,North Wales,-4.520492,53.22818,"Sullivan's",9
g187147-d719211,France,Ile-de-France,2.282929,48.874527,Le Petit Pergolèse,9
g190919-d798182,United Kingdom,Greater Manchester,-2.69689,53.597927,The White Lion,9
g189158-d697221,Portugal,Central Portugal,-9.143115,38.710278,"Brasserie de l'Entrecote",9
g1079105-d1162852,Italy,Lombardy,9.033104,45.455116,Ristorante Il Pascoli,9
g186525-d1389133,Scotland,Edinburgh,-3.195758,55.9485,Amber Restaurant At The Scotch Whisky Experience,9
g1186675-d2206895,Italy,Tuscany,11.036944,43.958553,Ristorante I Colli,9
g194817-d1752521,Italy,Sicily,12.431773,37.798355,Trattoria Da Pino,9
g187902-d878470,Italy,Tuscany,11.327669,43.315247,Osteria Nonna Gina,9
g186402-d2375118,United Kingdom,West Midlands,-1.922314,52.470943,Blue Piano,9
g1808489-d1503870,United Kingdom,Yorkshire,-1.161757,53.847057,The Rythre Arms,9
g187905-d2069748,Italy,Umbria,12.61554,43.071304,Trattoria Degli Umbri,9
g303804-d1851002,Croatia,Dalmatia,18.22173,42.581726,Pizzeria Desetka,9
g790189-d803477,Spain,Valencian Country,-0.065863,38.57259,Restaurante Sarita,9
g672783-d730660,United Kingdom,Yorkshire,-1.77581,53.833138,Shimla Spice Restaurant - Shipley,9
g187791-d1717988,Italy,Lazio,12.456937,41.910954,Gallo Brillo,9
g189112-d1742558,Portugal,Algarve,-8.251335,37.088955,Bistro,9
g211878-d1175850,Ireland,Province of Munster,-8.499878,51.700043,Toddies at The Bulman,9
g188666-d814598,Belgium,Flanders,3.721955,51.054626,Du Progres,9
g187791-d2298563,Italy,Lazio,12.440736,41.87681,Trattoria Da Cesare,9
g635788-d1870697,France,Corsica,9.150931,42.30598,La Trattoria,9
g315936-d737348,United Kingdom,East Anglia,0.391824,52.755543,Riverside Restaurant,9
g187791-d1011232,Italy,Lazio,12.474147,41.901745,Ristorante Lagan�,9
g186372-d1594697,United Kingdom,Exmoor National Park,-3.444144,51.18427,Cobblestones,9
g187895-d1088282,Italy,Tuscany,11.254348,43.77655,Trattoria Mario,9
g186299-d1742460,United Kingdom,Hampshire,-1.403806,50.899704,Coriander Lounge,9
g196646-d2002373,France,Normandy,-1.510111,48.63546,La Sirene,9
g187514-d1775780,Spain,Community of Madrid,-3.701623,40.41624,Taberna Alhambra,9
g194697-d1146104,Italy,Lombardy,10.372743,46.46756,Ristorante Al Filo,9
g652022-d1520262,Italy,Sicily,15.068924,36.891712,Ristorante Dammuso,9
g191255-d732226,United Kingdom,Merseyside,-3.005241,53.652046,Trattoria 51,9
g187824-d2172429,Italy,Liguria,9.818581,44.10472,Trattoria Bellavista,9
g187801-d2373225,Italy,Emilia-Romagna,11.353845,44.509148,Ristorante Pars,9
g482937-d1059628,France,Normandy,0.202522,49.70737,Le clos Lupin,9
g2720401-d2234494,Italy,Friuli Venezia Giulia,13.468451,46.510155,Ristorante Rio Argento,9
g190436-d1114798,Austria,Austrian Alps,14.306797,46.626194,Bierhaus zum Augustin,9
g187801-d1401780,Italy,Emilia-Romagna,11.385144,44.509605,Ristorante Garganelli,9
g194833-d1754974,Italy,Tuscany,11.782157,43.093075,Enoteca La Dolce Vita,9
g775851-d1488095,Greece,Ionian Islands,20.867754,37.81808,Boomerang Beach Bar,9
g644289-d1778514,Italy,Veneto,10.727811,45.437714,Trattoria Al Taolon,9
g1239558-d1950561,Italy,Veneto,11.733356,45.32437,Antica Trattoria da Taparo,9
g1884016-d1135397,United Kingdom,Cotswolds,-1.662644,51.931904,The Fox Inn,9
g528862-d1548600,United Kingdom,Cornwall,-4.681271,50.338017,"Sam's On The Beach",9
g1651437-d2067119,Italy,Piedmont,7.790896,44.63501,Osteria Primi Dolci,9
g666539-d2329509,Greece,South Aegean,28.051529,36.076336,Terpsis,9
g1064230-d1537218,Spain,Valencian Country,-0.484329,38.344078,Peccati di Gola Ristorante,9
g186290-d2329709,United Kingdom,Cotswolds,-1.721328,51.929443,The Old Bakery Tearoom,9
g187849-d2304116,Italy,Lombardy,9.184355,45.478966,Sumire,9
g274725-d2165152,Poland,Northern Poland,18.652346,54.348827,Original Burger,9
g316002-d2065436,Scotland,East Lothian,-2.830924,56.03439,The Old Clubhouse,9
g227615-d1588423,France,Ile-de-France,2.33197,48.9091,La Puce,9
g580283-d2319398,Spain,Balearic Islands,3.460863,39.708115,Euforia,9
g186253-d2292083,United Kingdom,Devon,-3.578452,50.351,Dart Cafe,9
g189541-d2431202,Denmark,Zealand,12.557751,55.671955,Mikkeller Bar,9
g670563-d2347460,Italy,Lombardy,9.036975,45.62484,Ristorante Boeucc,9
g187804-d2341682,Italy,Emilia-Romagna,10.329403,44.807503,Salumeria Garibaldi,9
g187147-d1326434,France,Ile-de-France,2.300483,48.859768,Il Sorrentino,9
g187895-d1547057,Italy,Tuscany,11.260072,43.770164,Osteria Dei Pazzi,9
g187147-d786161,France,Ile-de-France,2.339775,48.849056,La Ferrandaise,9
g186597-d1408463,Ireland,Province of Munster,-8.982221,52.844975,"Knox's",9
g187152-d1332489,France,Occitanie,3.084056,42.52406,Can Pla,9
g551570-d1209557,Ireland,"",-6.894556,54.318977,Ambledown Tea Rooms,9
g194760-d2198889,Italy,Emilia-Romagna,11.61701,44.827496,"Trattoria l'Ortica",9
g776129-d1061317,Italy,Sardinia,9.337167,40.8152,Agriturismo il Vermentino,9
g3169626-d1830825,Italy,Sicily,15.6341,38.26181,Sapore Divino,9
g209938-d1740021,Northern Ireland,"",-6.340863,54.17684,Art Bar Funkel,9
g186364-d2258621,United Kingdom,Yorkshire,-1.478033,53.342777,Viraaj Restaurant,9
g189460-d1143577,Greece,Ionian Islands,20.710512,38.690872,Seaside Restaurant,9
g190770-d730464,United Kingdom,Rutland,-0.816498,52.669674,The Fox and Hounds Knossington,9
g656840-d2306408,Italy,Sicily,12.733944,38.175285,Gelateria Belli Freschi,9
g194917-d1889798,Italy,Liguria,9.393418,44.270027,La Sciamadda dei Vinaccieri Ballerini,9
g783976-d2278457,Spain,Catalonia,1.088061,42.57592,La llupia,9
g1096757-d2437042,United Kingdom,Lancashire,-2.991245,53.848145,Pulci Pizza,9
g1903560-d2076971,Spain,Canary Islands,-16.7332,28.086893,The Pantry,9
g187182-d1328090,France,Normandy,-0.357338,49.18528,La Planche A,9
g186345-d730618,United Kingdom,Yorkshire,-0.614858,54.488594,Quayside,9
g1933149-d1929287,United Kingdom,Cambridgeshire,0.256694,52.203705,The Hole in the Wall,9
g188644-d1676390,Belgium,Brussels,4.38135,50.84473,Meet Meat Schuman,9
g1092764-d2042632,Italy,Tuscany,10.436813,43.857224,Il Ciancino,9
g187147-d719202,France,Ile-de-France,2.347182,48.85267,Le Petit Chatelet,9
g186225-d730345,United Kingdom,Cambridgeshire,0.12681,52.200184,De Luca Cucina & Bar,9
g187079-d2420614,France,Nouvelle-Aquitaine,-0.572361,44.84126,FuFu Ramen Restaurant,9
g186338-d1501595,United Kingdom,London,-0.148424,51.492737,Sicily by da Scalzo,9
g187871-d1087160,Italy,Veneto,10.996747,45.443623,Maffei Restaurant,9
g187147-d718194,France,Ile-de-France,2.346588,48.835827,"L'Ourcine",9
g196679-d2102748,France,"Provence-Alpes-Cote d'Azur",6.938248,43.50883,Chez Philippe,9
g580210-d1191504,Italy,Campania,13.860775,40.737835,La Terrazza Zi Carmela - Pizza & Cocktails,9
g187147-d1062758,France,Ile-de-France,2.304799,48.856075,Le Bosquet,9
g668848-d792789,The Netherlands,"",4.276811,52.10841,Restaurant Spijs,9
